Building Name,Address,Broker,Broker Phone
324 Schooner Avenue,"324 Schooner Avenue, Edgewater, FL, 32141",Darlene Beck Hinton,No Phone Number Available
GRIFFING BISCAYNE PK ESTA,"12680 NE 3rd Ave, North Miami, FL, 33161",Gary Feix,305-510-4448
DIXIE HIGHWAY TRACK,"329 NE 58th Street, Miami, FL, 33137",Free Valente,305-321-8664
Gainesville Duplex STR,"1826 SW 69th Terrace, Gainesville, FL, 32607",Tammy Broxson,352-262-0027
Barbershop for Sale,"4473 W Vine St, Kissimmee, FL, 34746",Ariel Vargas,407-558-5161
EAST HAVEN,"2600 NW 22nd Ave, Miami, FL, 33142",barbara ciaccio,No Phone Number Available
0 Bream Drive,"0 Bream Drive, Seville, FL, 32190",John Henning,386-690-2543
124 Cedar Avenue,"124 Cedar Avenue, Cocoa Beach, FL, 32931",Eric Shroble,No Phone Number Available
14050 Miramar,"14050 Miramar, Madeira Beach, FL, 33708",Lindsay Lapham,727-215-7304
9626 MCDANIELS Drive,"9626 MCDANIELS Drive, Jacksonville, FL, 32210",AMANDA WALLACE,No Phone Number Available
Confidential,"2054 Vista Park Way 400, West Palm Beach, FL, 33411",Karl Schulz,561-379-7881
308 E Strawbridge Avenue,"308 E Strawbridge Avenue, Melbourne, FL, 32901",Nima Heshmati,No Phone Number Available
0 Tree Ridge Lane NE,"0 Tree Ridge Lane NE, Palm Bay, FL, 32905",Antoine Charles,No Phone Number Available
CUTLER GATE,"20500 SW 114 AV, Miami, FL, 33189",Yaima morales,786-447-3600
LITTLE RIVER SCH TRACK,"7501 & 7503 NW 6th Ct, Miami, FL, 33150",Karen Gomez,305-298-5991
1202 Ridgewood Avenue,"1202 Ridgewood Avenue, Holly Hill, FL, 32117",Rodolphe Brun,386-235-0670
NORTH HOLLYWOOD,"1947 Sherman St, Hollywood, FL, 33020",Yoni Dagan,305-343-7333
SUN LAND PARK,"6132 SW 39th St, Miramar, FL, 33023",Rodrigo Barbosa,305-467-8836
Upholstery and Carpet Cleaning,"N Federal Hwy, Boca Raton, FL, 33432",Kostiantyn Khriapin,305-331-4938
BELLWOOD HOMESITES,"525 NE 132nd Ter, North Miami, FL, 33161",Pedro Casanova,786-505-4149
Concrete Art Design LLC,"2770 Roosevelt Blvd, Clearwater, FL, 33760",Pedro Bernabe,772-494-3226
HOLLYWOOD BEACH GARDENS,"5831 Taylor St, Hollywood, FL, 33021",Jamila Abdulaziz,754-204-7062
GOLD COAST TWIN VILLAS WE,"4711-4715 SW 43rd Ter, Dania Beach, FL, 33314",Michael Major,954-642-4235
"4003 S Clyde Morris Boulevard, Port Orange, FL 32129","4003 S Clyde Morris Boulevard, Port Orange, FL, 32129",Ed Schwarz,386-405-7388
MAINARD MANOR,"790 NW 59th St, Miami, FL, 33127",Nadia Castro,305-910-9404
ACACIA VILLA,"4381 Purdy Ln, West Palm Beach, FL, 33406",Guillermo Gori,954-305-2618
2138 PARK Street,"2138 PARK Street, Jacksonville, FL, 32204",MICHAEL THOMAS,904-502-7693
Premier - New Construction,"6613 SW 149th Lane Rd, Ocala, FL, 34473",Khemraj Sarju,305-417-8997
WOODLAND ADDN,"2041 NW 100th St, Miami, FL, 33147",Miguel Cabrera,786-348-9673
PASADENA PARK SUB,"10767 NE 2nd Ave, Miami, FL, 33161",Edner Francois,954-624-5715
RO-LEN ACRES,"901 SW 4th Ter, Hallandale Beach, FL, 33009",Sergio Vinograd,786-285-4663
TATUMS COLORED TOWN ADDN,"SW 6th Court, Homestead, FL, 33030",Mauryn Regueiro,786-385-6280
AMND PLAT OF MIAMI SUBURB,"2835-39 SW 24th St, Miami, FL, 33145",Debbie Cilli,305-775-3930
SWEETWATER GROVES .14 AC,"11350 SW 3rd St, Sweetwater, FL, 33174",Walter Anon,305-343-5262
2020 Agora Circle SE,"2020 Agora Circle SE, Palm Bay, FL, 32909",Jerry Bailey,No Phone Number Available
FLORAL PK,"2020 NW 51st St, Miami, FL, 33142",Richard Deeb,305-978-5627
2966 Hester Avenue SE,"2966 Hester Avenue SE, Palm Bay, FL, 32909",Hector Vazquez,No Phone Number Available
18 W 43RD Street,"18 W 43RD Street, Jacksonville, FL, 32208",Brenda Moss,850-566-1658
CENTRAL COMML HOMESTEAD,"634 SW 7th St, Homestead, FL, 33030",Mohammed Chraibi,305-850-4624
Natural Beauty & Rejuvenation,"1637 N Hiatus Rd, Pembroke Pines, FL, 33026",Leonard Werner,786-537-0939
218 11TH Street,"218 11TH Street, Jacksonville, FL, 32206",Herve Barbera,No Phone Number Available
2027 W 12TH Street,"2027 W 12TH Street, Jacksonville, FL, 32209",ZAKARY SHUMAN,No Phone Number Available
0 Atlas Drive,"0 Atlas Drive, St. Cloud, FL, 34773",Laura Cerpa,407-591-1648
606 Braddock Avenue,"606 Braddock Avenue, Daytona Beach, FL, 32118",Terri Wilkinson,No Phone Number Available
353 Marlin Circle,"353 Marlin Circle, Barefoot Bay, FL, 32976",Jennifer Brooks,No Phone Number Available
1219 Ruger Pl.,"1219 Ruger Pl, Daytona Beach, FL, 32118",Asaf Baror,214-909-1100
00 Clifford Street,"00 Clifford Street, Interlachen, FL, 32148",mark venneri,386-256-5508
EMERALD CT 1ST ADDN,"6430 NE 1st Ct, Miami, FL, 33138",Cleophat Vilmeus,786-515-8020
HOLLYWOOD,"1934 Jefferson Street, Hollywood, FL, 33020",David Gil,786-663-7751
Personal Training Fitness Center,"2905 16th St N, St. Petersburg, FL, 33704",Angela Grannan,727-209-7487
Cedar Key,"7230 SW 111th Terrace, Cedar Key, FL, 32625",Delia Davidson,727-688-7368
1202 Ridgewood Avenue,"1202 Ridgewood Avenue, Holly Hill, FL, 32117",Rodolphe Brun,386-235-0670
1359 W 31ST Street,"1359 W 31ST Street, Jacksonville, FL, 32209",Carol Brenner,561-566-5081
7868708200,"13861 SW 142 Ave, Kendall, FL, 33186",Lauren Restrepo,786-870-8200
120 Atares Avenue,"120 Atares Avenue, Daytona Beach Shores, FL, 32118",Timothy Kostidakis,386-451-4643
OCEANVIEW BUILDING B COND,"19380 Collins Ave apt 409, Sunny Isles Beach, FL, 33160",Alberto Salini,786-440-0703
WESTHAVEN,"2637 NW 23 CT, Miami, FL, 33142",Roxana Garriga PA,786-683-5017
ISLAND VIEW,"830 SW 14th St, Fort Lauderdale, FL, 33315",Elaine Gennaro,954-579-6672
DANETTE,"228 NW 9th Ave, Dania Beach, FL, 33004",Melina Riveira,954-232-0249
0 Malabar Road,"0 Malabar Road, Malabar, FL, 32950",Zach Ullian,321-750-3439
Olympia Plaza Unit 4,"Edwyn Ct, Hobe Sound, FL, 33455",Al Cicchese,772-220-4096
PLAYLAND VILLAGE,"6241 SW 37th Ct, Davie, FL, 33314",Martin Perdeck,954-558-6597
VINIK NO 2,"1137 SW 8th Terrace, Fort Lauderdale, FL, 33315",Natalie Rivero,No Phone Number Available
ROCKMOOR VILLA TRACK,"26 NE 60th St, Miami, FL, 33137",Ana Saya,305-370-9610
LIBERIA,"2236 Greene St, Hollywood, FL, 33020",Ana Crespo,305-397-9687
7107 ARLET Drive,"7107 ARLET Drive, Jacksonville, FL, 32211",BRADLEY FISHER,No Phone Number Available
121 S Caroline Street,"121 S Caroline Street, Daytona Beach, FL, 32114",Susan Coroneos,202-409-0400
lehigh acres,"4616 15th st sw, Lehigh Acres, FL, 33973",Juniel Verdecia,305-343-2100
425 Hillside Avenue,"425 Hillside Avenue, Daytona Beach, FL, 32118",Herve Barbera,No Phone Number Available
1231-1233 NW 9 AVE CONDO,"1231-1233 NW 9 Ave, Florida City, FL, 33034",Mohammed Chraibi,305-850-4624
2745 N Unknown Road N,"2745 N Unknown Road N, Melbourne, FL, 32935",Paul Rufo,No Phone Number Available
618 S Palmetto Avenue,"618 S Palmetto Avenue, Daytona Beach, FL, 32114",Patrick O'Brien,No Phone Number Available
GAYVILLE SUB,"171 NW 56th St, Miami, FL, 33127",Maria Pena Cabezas,305-922-1444
RIDGEWAY BEACH,"460 Cypress Ave, Pahokee, FL, 33476",Jheanny Rendon,No Phone Number Available
PROGRESSO,"728 NW 2nd Ave, Fort Lauderdale, FL, 33311",Avinash Jagasia,786-690-4270
FRED HILTS RE SUB,"7720 NW Miami Pl, Miami, FL, 33150",Ruimara Gisch,954-815-5151
LAWRENCE ESTATES LAND COS,"429 SW 14th Ave, Miami, FL, 33135",Erik Mendelson,732-501-0634
ARCH CREEKS ESTATES,"1350 NE 149th St, Miami, FL, 33161",Edner Francois,954-624-5715
1125 E 11TH Street,"1125 E 11TH Street, Jacksonville, FL, 32206",Constantino Usaga,904-452-3895
Miami Duplex,"1124 NW 100th Terrace, Miami, FL, 33150",Tessa Beausoleil,954-297-5394
4836 SAFE HARBOR Way,"4836 SAFE HARBOR Way, Jacksonville, FL, 32226",JORDAN HOOTEN,No Phone Number Available
BISCAYNE BLVD PARK,"11316 Peachtree Dr, Miami, FL, 33161",Christian Gornail,786-391-7506
n/a,"1412 1414 W 12th St, Lehigh Acres, FL, 33972",Sergio Fernandez,305-302-2506
Downtown Delray Duplex,"118 SW 7th St, Delray Beach, FL, 33444",David Schwartzberg,631-521-5218
ANDERSON VILLAS,"1005 NE 2nd St, Hallandale Beach, FL, 33009",Miryam Satinoff,954-261-6538
Belmar,"815 Foster Rd, Hallandale Beach, FL, 33009",James Smith,786-296-5248
SEVENTEENTH AVE HEIGHTS,"11275 NW 17th Ave, Miami, FL, 33167",Armando Cardella,786-344-3278
Restaurant,"300 W Hallandale Beach Blvd, Hallandale Beach, FL, 33009",Miri Epstein,305-491-0820
HOLLYWOOD BEACH HEIGHTS S,"5901 Garfield St, Hollywood, FL, 33021",Nelson Poll,786-270-8899
CORAL HEIGHTS,"6130 SW 32nd St, Miramar, FL, 33023",Eric Davis,786-262-7217
WEST SILVER CREST,"1391 NW 102nd St, Miami, FL, 33147",Frantz Laurent,954-588-8969
ROSEMONT PARK,"2035 NW 26th St, Miami, FL, 33142",Grace Izquierdo,No Phone Number Available
ACME GULFAIR,"2430 NW 99th St, Miami, FL, 33147",Melissa Lorenzo,No Phone Number Available
Corner Lot for Sale: 77th Ave N & Dr. MLK Jr. St. N,"77th Ave N, St. Petersburg, FL, 33702",Erica Delgado,727-823-1230
Auto General Repair,"Auto General Repair, Orlando, FL, 32801",Susan M Barnes,407-908-4663
GLENHAVEN,"2929 NW 22nd Ct, Miami, FL, 33142",Mayelin Ortega Gonzalez,786-781-3118
EAST GULFAIR,"2351 NW 95th Ter, Miami, FL, 33147",Luis Rivera,786-766-1777
Korean and Sushi restuarant,"3440 Clark Rd, Sarasota, FL, 34231",Soung-Ja Nam,941-586-8505
5356 Nutwood Avenue,"5356 Nutwood Avenue, Bunnell, FL, 32110",Nikki Richmond,No Phone Number Available
Med Spa for Sale,"2828 Coral Wy, Coral Gables, FL, 33145",Amine Kanbar,305-707-0350
4396 SW 25TH TER # 1-2,"4396 SW 25th Ter, Dania Beach, FL, 33312",Denise Madan,786-334-8200
TOWN OF HIALEAH 1 ADDN AM,"90 E 15th St, Hialeah, FL, 33010",Maria Arias,305-785-6228
Pizza Shop,"Pizza Shop, Melbourne, FL, 32911",Susan M Barnes,407-908-4663
5718 MERRILL Road,"5718 MERRILL Road, Jacksonville, FL, 32277",EDUARDO GOLDSTEIN,No Phone Number Available
903 SW 13TH COURT - GROUND UP DEVELOPMENT,"903 SW 13th Ct, Miami, FL, 33135",Ken Wellar,215-454-2879
0 Azalea,"0 Azalea, Paisley, FL, 32767",Marilyn Amato,No Phone Number Available
1701 Sunset Harbour Dr # 203,"1701 Sunset Harbour Dr # 203, Miami Beach, FL, 33139",Alena Pisani,786-445-7229
1715 PERRY Street,"1715 PERRY Street, Jacksonville, FL, 32206",Thomas Love,904-382-7695
FLORAL PK,"1980 NW 54th St, Miami, FL, 33142",Eric Morales,786-367-0191
NORTH HOLLYWOOD,"1919 Sherman St, Hollywood, FL, 33020",Annia Garcia,305-345-6091
2122 ASHLAND Street,"2122 ASHLAND Street, Jacksonville, FL, 32207",PAULA MILLER,No Phone Number Available
7.25% ROI / 5% COC ! Cashflow Duplex!,"777 Bedford Dr, Lehigh Acres, FL, 33974",Jonathan DeBellevue,813-550-5613
GARDEN CITY,"3627 NW 23rd Ave, Miami, FL, 33142",Adner Joseph,786-261-8602
Oceanside Double Unit,"1909 S Atlantic Ave, Daytona Beach Shores, FL, 32118",Richard Zicker,386-212-0702
Bahia Vista,"207 Bahia Vista Dr, Other City - In The State Of Florida, FL, 33785",Miriam Mizrahi,786-290-9090
1183 Greenview Court NE,"1183 Greenview Court NE, Palm Bay, FL, 32907",Nicholas Hall,No Phone Number Available
Gotham Piza City,"3761 S Nova Road, Port Orange, FL, 32129",Herb Lubansky,386-756-6866
RIVERSIDE FARMS,"831 NW 24th Ave, Miami, FL, 33125",Douglas Montas,305-986-4654
Auto Repair Shop For Sale,"5700 SW 25th St, West Park, FL, 33023",Anastasia Krasun,646-498-4913
Downtown Lake Worth - Vacant Land to Build,"526 N H St, Lake Worth Beach, FL, 33460",James Allen,954-683-5507
HOLLYWOOD ESTATES,"1913 Harding St, Hollywood, FL, 33020",Maria Verteramo,786-448-0808
5730 59th Ave,"5730 59th Ave, Vero Beach, FL, 32967",Maya Novikova,917-412-7521
0 ASSISI Lane,"0 ASSISI Lane, Jacksonville, FL, 32233",PAULA MILLER,No Phone Number Available
1751 DANCY Street,"1751 DANCY Street, Jacksonville, FL, 32205",SYDNEY PISANO,No Phone Number Available
3826 S Atlantic Avenue,"3826 S Atlantic Avenue, Daytona Beach, FL, 32118",Diane Caron,386-846-2339
MALYK SUB,"3711 NW 14th Ave, Miami, FL, 33142",Yamile Rosario,786-763-6442
1778 SPIRES Avenue,"1778 SPIRES Avenue, Jacksonville, FL, 32209",Thomas Love,904-382-7695
FLORAL PARK REV PLAT,"1786 NW 53rd St, Miami, FL, 33142",Sylvia Williams,No Phone Number Available
FULFORD HEIGHTS,"16108 NE 18th Pl, North Miami Beach, FL, 33162",Edward Boateng,954-328-1027
WASHINGTON PARK FOURTH AD,"2780 NW 14th St, Fort Lauderdale, FL, 33311",Shani Ackerman,786-613-2474
